url	name	price_rub	weight_g	kcal_per_100g	proteins_g_per_100g	fats_g_per_100g	carbs_g_per_100g	shelf_life_days	storage_temp_min_c	storage_temp_max_c	category_main	category_path	brand	country	manufacturer	rating	ratings_count	ingredients	tags	image_path
https://vkusvill.ru/goods/vok-funchoza-s-krevetkami-i-mashem-v-soevom-souse-112708.html	Вок фунчоза с креветками и машем в соевом соусе	350.0	215.0	89.3	4.5	5.3	5.9	4.0	2.0	6.0	Вторые блюда с рыбой и морепродуктами	Готовая еда / Вторые блюда / Вторые блюда с рыбой и морепродуктами	ВкусВилл	Россия	Полищук Алексей Витальевич:Россия, 111033, г. Москва, ул. Самокатная, 3/8с1.	4.1	1672.0	вермишель фунчоза (гороховый крахмал, зеленые бобы, картофельный крахмал, вода питьевая), проростки фасоли (маш) бланшированные, соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая, сахар), креветки аргентинские (Pleoticus muelleri) (продукция аквакультуры, произведено из замороженного сырья), перец сладкий тушеный, цукини тушеный, стебель сельдерея тушеный, масло подсолнечное рафинированное дезодорированное, семена кунжута.	Лёгкое азиатское блюдо из фунчозы с морепродуктами и проростками фасоли. Креветки добавляют морской акцент, тушёные овощи — сочность, а кунжут и маш — приятный хруст. Во время бланширования маш слегка темнеет — в нём образуется ещё больше антиоксидантов, придающих ему цвет. Можно есть блюдо просто так или дополнить его несколькими каплями терияки, чтобы сделать этот вок ещё интереснее.	\ds-GrandZah\data\pics\vok-funchoza-s-krevetkami-i-mashem-v-soevom-souse-112708.jpg
https://vkusvill.ru/goods/zakuska-iz-proroshch-masha-po-koreyski-s-paprikoy-112716.html	"Закуска из пророщ. маша ""по-корейски"" с паприкой"	178.0	180.0	129.9	2.6	8.7	10.3	8.0	2.0	6.0	Хумус, закуски и соленья	Консервация / Хумус, закуски и соленья	ВкусВилл	Россия	Полищук Алексей Витальевич:Россия, 111033, г. Москва, ул. Самокатная, 3/8с1.	4.5	3638.0	проростки фасоли (маш) бланшированные, лук репчатый тушеный, перец сладкий тушеный, масло подсолнечное рафинированное дезодорированное, соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая), сахар, уксус столовый 9%, кинза свежая (зелень), перец красный острый молотый, паприка молотая.	Слегка острая, с пряным ароматом и хрустящей текстурой — эта закуска в корейском стиле готовится из бланшированных проростков маша, сладкого перца и тушёного лука. Красный перец и паприка создают насыщенный вкус, а свежая кинза и соевый соус придают азиатские нотки. Остаётся только открыть упаковку и подать как гарнир к мясу, добавку к рису, лапше или в качестве самостоятельной закуски.	\ds-GrandZah\data\pics\zakuska-iz-proroshch-masha-po-koreyski-s-paprikoy-112716.jpg
https://vkusvill.ru/goods/zalivnoe-iz-govyazhego-yazyka-18164.html	Заливное из говяжьего языка	367.0	300.0	108.0	5.4	9.2	0.9	7.0	0.0	2.0	Холодцы и заливное	Колбаса, сосиски, деликатесы / Холодцы и заливное	ВкусВилл	Россия	"ООО ""ДИВО"":Россия,140408, Московская область, г. Коломна, ул. Дорфа 2."	4.8	5638.0	бульон (вода питьевая, желатин, лук репчатый свежий, соль пищевая, экстракт чеснока, перец душистый молотый, экстракт перца чёрного, лавровый лист сухой), язык говяжий.	Заливное — по-настоящему деликатесное блюдо с насыщенным мясным вкусом. Оно долго готовится, но моментально съедается. Поэтому мы готовим его по рецепту, приближенному к домашнему, чтобы сэкономить ваши усилия. Прозрачное желе, ломтики отварного языка и немножко специй, чтобы подчеркнуть натуральный вкус свежих ингредиентов. Заливное станет питательным дополнением к обеду или ужину, а также изысканной закуской для праздничного стола и на каждый день.	\ds-GrandZah\data\pics\zalivnoe-iz-govyazhego-yazyka-18164.jpg
https://vkusvill.ru/goods/zapekanka-tvorozhnaya-s-kokosom-i-sgushchennym-molokom-70369.html	Запеканка творожная с кокосом и сгущенным молоком	198.0	200.0	192.8	13.2	8.0	17.0	5.0	2.0	6.0	Сырники, запеканки и рикотники	Готовая еда / Завтраки / Сырники, запеканки и рикотники	ВкусВилл	Россия	"ООО ""ДЕСЕРТИНО"":Россия, 141801, Московская обл, г. Дмитров, Ковригинское шоссе, д. 25, этаж 1, помещение 11"	4.8	6475.0	творог м.д.ж. 5% (молоко нормализованное, закваска молочнокислых микроорганизмов), молоко пастеризованное м.д.ж. 3,2%, молоко цельное сгущенное с сахаром м.д.ж. 8.5% (молоко цельное, молоко обезжиренное, сахар (сахароза, лактоза)), меланж яичный жидкий пастеризованный, кокосовая стружка, мука пшеничная хлебопекарная высшего сорта, натуральные стручки ванили молотые. Продукция производится на предприятии, где используются аллергены: диоксид серы (сульфиты), орехи.	Претендент на роль идеального завтрака! Нежная запеканка из 5% творога, приправленная сгущёнкой, кокосовой стружкой и душистой ванилью. Советуем немного разогреть — будет особенно вкусно! Продукт готов к употреблению в охлажденном виде. При желании можно разогреть непосредственно в упаковке из фольги, сняв крышку, в микроволновой печи на средней мощности либо в духовке.	\ds-GrandZah\data\pics\zapekanka-tvorozhnaya-s-kokosom-i-sgushchennym-molokom-70369.jpg
https://vkusvill.ru/goods/befstroganov-iz-govyadiny-s-gribami-450-g-78290.html	Бефстроганов из говядины с грибами, 450 г	800.0	450.0	245.3	16.2	16.5	8.0	4.0	2.0	6.0	Семейный формат	Готовая еда / Семейный формат	ВкусВилл	Россия	"ООО ""ГЛОБАЛ ФУД"":Россия, 140073, Московская область, городской округ Люберцы, рабочий поселок Томилино, территория Логистический центр, Рязанское шоссе, корпус 12Б, строение 1"	4.7	1017.0	говядина су-вид (говядина (произведено из замороженного сырья),лук репчатый свежий, соус соевый (вода питьевая, соевые бобы, соль пищевая, мука пшеничная), перец черный молотый,соль пищевая), вода питьевая, сливки питьевые ультрапастеризованные м.д.ж. 22%, лук репчатый пассерованный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное), грибы шампиньоны жареные (грибы шампиньоны свежие, масло подсолнечное рафинированное дезодорированное), масло подсолнечное рафинированное дезодорированное, мучная пассеровка (мука пшеничная хлебопекарная высший сорт, масло подсолнечное рафинированное дезодорированное,масло сладко сливочное несоленое м.д.ж. 82,5% ), соль пищевая, перец черный молотый. Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, моллюски, ракообразные, рыба, орехи, сельдерей, яйца.	Нежные кусочки говядины с ароматными шампиньонами, окутанные густым сливочным соусом. Готовим мясо в су-виде — так оно получается особенно мягким. Отлично сочетается с гречкой, макаронами, рисом и просто идеально с воздушным пюре. Порция большая: в самый раз для семейного обеда.	\ds-GrandZah\data\pics\befstroganov-iz-govyadiny-s-gribami-450-g-78290.jpg
https://vkusvill.ru/goods/bliny-shokoladnye-s-maskarpone-i-vishney-37284.html	Блины шоколадные с маскарпоне и вишней	258.0	210.0	311.8	5.8	18.2	31.2	4.0	2.0	6.0	Блины и оладьи	Готовая еда / Блины и оладьи	ВкусВилл	Россия	"ООО""СМИК"":109316, Россия, г. Москва, Талалихина ул., д. 41, стр. 8, пом.7, 10-14, 109а, этаж 1"	4.7	5486.0	СМИК ООО: блинчики (вода питьевая, мука пшеничная высшего сорта, продукт яичный (меланж), масло подсолнечное рафинированное дезодорированное, молоко пастеризованное нормализованное м. д. ж. 3,2 %, сахар, какао-порошок, соль пищевая), начинка (сыр мягкий маскарпоне м. д. ж. в сухом веществе 80 % (сливки пастеризованные), вишня свежезамороженная, сахар, сахарная пудра, вода питьевая, картофельный крахмал, кукурузный крахмал). Продукция производится на предприятии, где используются кунжут, орехи. Возможно наличие косточек вишни и их фрагментов! Будьте осторожны!	Десертные блинчики с начинкой из вишни и маскарпоне. Нежные, лёгкие, умеренно сладкие. Идеально подходят для завтрака.	\ds-GrandZah\data\pics\bliny-shokoladnye-s-maskarpone-i-vishney-37284.jpg
https://vkusvill.ru/goods/borshch-vegetarianskiy-1-kg-44627.html	"Борщ ""Вегетарианский"", 1 кг"	418.0	1000.0	51.0	1.6	2.6	5.9	7.0	2.0	6.0	Супы	Готовая еда / Супы	ВкусВилл	Россия	"ООО КУЛИНАРНАЯ ФАБРИКА ""РЕСТОРАН ДОМА"": Российская Федерация,142103, Московская область, Городской округ Подольск, 38-й колометр автомагистрали М-2 ""Крым"", дом 4, помещение № 1. ООО ""ГЛОБАЛ ФУД"":Россия, 140073, Московская область, городской округ Люберцы, рабочий поселок Томилино, территория Логистический центр, Рязанское шоссе, корпус 12Б, строение 1"	4.9	2556.0	вода питьевая, картофель свежий, капуста белокочанная свежая, фасоль консервированная (фасоль красная, вода питьевая, соль пищевая), свёкла столовая свежая, морковь столовая свежая, лук пассерованный (лук свежий репчатый, масло подсолнечное рафинированное дезодорированное), томатная паста массовая доля сухих растворимых веществ 25 % (вода питьевая, томаты свежие), уксус столовый 9 %, сахар, чеснок сушёный, соль пищевая, перец чёрный молотый. Продукт производится на предприятии, где используются горчица, злаки, кунжут, орехи, арахис, моллюски, ракообразные, рыба, сельдерей, соя, яйца, молоко и продукты их переработки.	Постный борщ по-домашнему. Приготовлен из свежих овощей с красной фасолью. Густой, ароматный и в большом формате — в самый раз для семейного обеда.	\ds-GrandZah\data\pics\borshch-vegetarianskiy-1-kg-44627.jpg
https://vkusvill.ru/goods/chiabatta-s-indeykoy-su-vid-i-gorchichnym-sousom-68413.html	Чиабатта с индейкой су-вид и горчичным соусом	298.0	210.0	302.5	15.9	13.3	29.8	4.0	2.0	6.0	Сэндвичи, шаурма и бургеры	Готовая еда / Сэндвичи, шаурма и бургеры	ВкусВилл	Россия	"ООО ""ИДЕОЛОГИЯ ЕДЫ"":Россия, 143912, Московская область, г. Балашиха, ул. Западная, д. 7. ООО ""СНЭК-КОНЦЕПТ"":Россия, 197760, г. Санкт-Петербург, г. Кронштадт, Кронштадтское ш. дом 13, литер А, помещение 1"	4.8	7181.0	чиабатта (мука пшеничная хлебопекарная высшего сорта, вода питьевая, масло подсолнечное рафинированное дезодорированное, сахар, крупа манная, дрожжи хлебопекарные прессованные (дрожжи (Saccharomyces cerevisiae)), соль пищевая), индейка су-вид (филе грудки индейки, соус соевый (вода питьевая, соевые бобы, пшеница, соль пищевая), горчица (вода питьевая, горчичный порошок, масло подсолнечное рафинированное дезодорированное, сахар, соль пищевая, регулятор кислотности- кислота уксусная ледяная, уксус винный натуральный, специи молотые (гвоздика, лавровый лист, мускатный орех), краситель- каротины (бета-каротин)), вода питьевая, чеснок свежий, сок лимона прямого отжима, сахар, соль пищевая, петрушка свежая (зелень), паприка копченая, перец черный молотый), соус горчичный (майонез м.д.ж. 67% (масло подсолнечное рафинированное дезодорированное, вода питьевая, желток яичный, сахар, уксус спиртовой 12%, соль пищевая, молочный белок, сок лимона концентрированный, масло горчичное эфирное), горчица зернистая (вода питьевая, семена горчицы, спиртовой уксус, соль пищевая), горчица (вода питьевая, горчичный порошок, масло подсолнечное рафинированное дезодорированное, сахар, соль пищевая, регулятор кислотности- кислота уксусная ледяная, уксус винный натуральный, специи молотые (гвоздика, лавровый лист, мускатный орех), краситель- каротины (бета-каротин)), мед цветочный натуральный), томаты свежие, сыр моцарелла м.д.ж. в сухом веществе 42% (пастеризованное коровье молоко, бактериальная закваска мезофильных и термофильных молочнокислых микроорганизмов, соль пищевая, уплотнитель-хлорид кальция, молокосвертывающий ферментный препарат микробного происхождения), салат айсберг свежий Продукция производится на предприятии, где используются аллергены: кунжут, рыба, орехи, сельдерей.	Пышная, идеально пропечённая чиабатта с сочной начинкой из индейки, сыра и овощей. Индейка в соевом соусе и специях приготовлена деликатным способом су-вид, на водяной бане, сохраняющим вкус и аромат. Сладкие свежие томаты, хрустящий салат Айсберг и нежная моцарелла приправлены пряным горчичным соусом. Сытно и аппетитно. На завтрак, ланч или лёгкий ужин.	\ds-GrandZah\data\pics\chiabatta-s-indeykoy-su-vid-i-gorchichnym-sousom-68413.jpg
https://vkusvill.ru/goods/kasha-5-zlakov-76433.html	Каша 5 злаков	248.0	250.0	82.1	2.5	3.7	9.7	5.0	2.0	6.0	Каши	Готовая еда / Завтраки / Каши	ВкусВилл	Россия	"ООО ""КРОХА"":Россия, 140030, Московская область, г. Люберцы, рабочий поселок Малаховка, Егорьевское шоссе,дом1.ЛитерБ3, помещение 6"	4.8	3492.0	Молоко питьевое ультрапастеризованное массовая доля жира 3,2%, вода питьевая, смесь хлопьев 5 злаков (овсяные, кукурузные, пшеничные, ржаные, ячменные), масло сливочное м.д.ж. 82,5%, сахар, соль пищевая Продукция производится на предприятии, где используются аллергены: орехи.	Аппетитная молочная каша сварена сразу из пяти видов злаков: овсяных, кукурузных, пшеничных, ржаных и ячменных хлопьев. Они дополняют друг друга и придают блюду сытности. Сливочное масло делает вкус мягким и насыщенным, а сахар и щепотка соли — сбалансированным. Подогрейте кашу, следуя инструкции на упаковке, чтобы она стала горячей и ароматной. Её можно подать с ягодами, мёдом или орехами для разнообразия. Уютный и по-домашнему вкусный завтрак зарядит энергией на несколько часов и понравится всей семье.	\ds-GrandZah\data\pics\kasha-5-zlakov-76433.jpg
https://vkusvill.ru/goods/khumus-ierusalimskiy-53716.html	"Хумус ""Иерусалимский"""	238.0	200.0	253.8	7.3	17.8	16.1	10.0	2.0	5.0	Салаты и закуски	Особое питание / Продукты без глютена / Продукты без глютена (возможны следы) / Готовая еда без глютена / Салаты и закуски	ВкусВилл	Россия	"ООО ""ТД-ТВТ"":Россия, 413119, Саратовская область, м. р-н Энгельсский , г.п. город Энгельс, рп. Приволжский , мкр. Энгельс-19, ул. 5-й квартал, зд.16"	4.8	7195.0	Нут (горох турецкий), вода питьевая, кунжутная паста тахини (кунжут обжаренный тертый), масло подсолнечное рафинированное дезодорированное, соль пищевая, регулятор кислотности -лимонная кислота, загуститель-гуаровая камедь, чеснок сушеный, лук-порей сушеный, семена горчицы, кориандр, паприка красная, тмин молотый, лук репчатый сушеный, морковь столовая сушеная, семена кунжута. Продукция производится на предприятии, где используются аллергены: злаки, содержащие глютен, орехи, сельдерей, соя.	Традиционная израильская закуска из перетёртого нута. Обладает бархатистой однородной консистенцией, которая отлично подходит для намазывания на хлеб. Вкус мягкий, с ореховыми оттенками, нотами пикантных специй и вяленого сладкого перца.	\ds-GrandZah\data\pics\khumus-ierusalimskiy-53716.jpg
https://vkusvill.ru/goods/kish-syr-s-ovoshchami-28728.html	"Киш ""Сыр с овощами"""	236.0	160.0	265.5	11.1	15.9	19.5	4.0	2.0	6.0	Пироги, пирожки и лепёшки	Готовая еда / Пироги, пирожки и лепёшки	ВкусВилл	Россия	"ООО ""ПИНС"":Россия,142020, Московская область, г. Домодедово, п. Востряково, улица Рощинская, д20а"	4.6	9338.0	мука пшеничная хлебопекарная высшего сорта, яйцо куриное пищевое, сыр м. д. ж. в сухом веществе 45% (молоко обезжиренное пастеризованное, сливки пастеризованные, соль пищевая, закваска мезофильных молочнокислых микроорганизмов, молокосвертывающий ферментный препарат микробного происхождения), капуста брокколи замороженная, мягкий сыр «Сербская брынза» м. д. ж. в сухом веществе 45% (пастеризованное молоко, соль пищевая, закваска лиофилизированных культур, ферментный препарат молокосвертывающий микробного происхождения), шпинат замороженный, молоко питьевое ультрапастеризованное м. д. ж. 3,2%, масло сладкосливочное несоленое м. д. ж. 82,5%, сливки питьевые ультрапастеризованные м. д. ж. 20%, вода питьевая, сахар, перец сладкий свежий, соль пищевая, дрожжи хлебопекарные прессованные (дрожжи (Saccharoyces cerevisiae)), тимьян свежий, перец черный молотый, мускатный орех молотый Продукция производится на предприятии, где используются аллергены: горчица, кунжут, рыба, орехи, сельдерей, соя.	Вегетарианский киш с брокколи и сербской брынзой. Сочный и сливочный, он станет прекрасным дополнением к чаю или кофе. А аромат свежих трав непременно пробудит аппетит. Вкуснее разогретым!	\ds-GrandZah\data\pics\kish-syr-s-ovoshchami-28728.jpg
https://vkusvill.ru/goods/kruassan-pshenichnyy-s-kurinoy-vetchinoy-i-syrom-motsarella-81523.html	"Круассан пшеничный с куриной ветчиной и сыром ""Моцарелла"""	248.0	115.0	370.6	11.8	21.4	32.7	3.0	2.0	6.0	Сэндвичи, шаурма и бургеры	Готовая еда / Сэндвичи, шаурма и бургеры	ВкусВилл	Россия	"ООО ""ПОЛЯНА"":Россия, 129226, город Москва, улица Докукина, дом 10, строение 11."	4.8	5890.0	"Круассан (мука пшеничная хлебопекарная высший сорт, масло сладко-сливочное несоленое массовая доля жира 82,5%, вода питьевая, молоко питьевое ультрапастеризованное м.д.ж. 3,2%, сахар, дрожжи хлебопекарные прессованные, яйцо куриное пищевое, соль пищевая), ветчина из мяса птицы (филе грудки и бедра куриные, вода питьевая, соль пищевая, животный белок, антиокислитель - аскорбиновая кислота, перец белый молотый), соус ""Сливочный"" (сыр сливочный м.д.ж. в сухом веществе 70% (пастеризованное молоко, соль пищевая, закваска молочнокислых бактерий, ферментный препарат молокосвертывающий микробного происхождения, загустители (камедь рожкового дерева, ксантановая камедь, каррагинан)), майонез массовая доля жира 50% (масло подсолнечное рафинированное дезодорированное, вода питьевая, сухой яичный меланж, сахар, соль пищевая, кислота уксусная пищевая 70%, масло эфирное горчичное)), сыр мягкий ""Моцарелла"" м.д.ж. в сухом веществе 45% (молоко питьевое пастеризованное, регулятор кислотности - лимонная кислота, сычужный фермент микробного происхождения, рассол (вода питьевая, соль пищевая)). Продукция производится на предприятии, где используются аллергены: арахис, кунжут, ракообразные, рыба, орехи, сельдерей, соя."	Пышный круассан с нежной начинкой: ломтиками ветчины, моцареллой и сливочным соусом. Можно съесть холодным или слегка разогреть в микроволновке, чтобы сыр стал аппетитно тягучим.	\ds-GrandZah\data\pics\kruassan-pshenichnyy-s-kurinoy-vetchinoy-i-syrom-motsarella-81523.jpg
https://vkusvill.ru/goods/lepeshka-indiyskaya-s-kartofelem-i-karri-postnaya-65385.html	"Лепешка ""Индийская"" с картофелем и карри (постная)"	168.0	160.0	220.2	6.6	5.4	36.3	5.0	2.0	6.0	Пироги, пирожки и лепёшки	Готовая еда / Пироги, пирожки и лепёшки	ВкусВилл	Россия	"ООО ""ГУРМАН"":Россия, 140168, Московская область, Раменский район, деревня Новомайково, владение 2А."	4.8	8182.0	Тесто (мука пшеничная хлебопекарная высшего сорта, вода питьевая, соль пищевая молотая), начинка (картофель отварной, лук репчатый свежий, кинза свежая, соль пищевая молотая, приправа универсальная (кориандр молотый, кумин молотый, перец чили молотый, куркума молотая, перец черный молотый, гвоздика молотая, пажитника листья, соль пищевая, мускатный орех молотый, корень имбиря молотый, кардамон молотый, корица молотая, лавровый лист, фенхель, горчицы семена, чеснок сушеный молотый, лук репчатый сушеный, мускатный цвет), приправа для курицы карри (кориандр молотый, перец чили молотый, кумин молотый, куркума молотая, пажитника листья, соль пищевая, мускатный орех молотый, перец черный молотый, корень имбиря сушеный молотый, семена горчицы молотые, лавровый лист, гвоздика молотая, корица молотая, кардамон молотый, мускатный цвет, тмин), куркума молотая, масло подсолнечное рафинированное дезодорированное). Продукция производится на предприятии, где используются аллергены: кунжут, молоко (лактоза), орехи, сельдерей, соя, яйца.	Аппетитная сытная лепёшка из пресного теста, начинённая пюре из молодого картофеля. Купаж из 15 специй делает вкус лепёшки более выразительным, пряным и чуть островатым. В самый раз для сытного перекуса и подачи с основным блюдом в качестве альтернативы привычному хлебу.	\ds-GrandZah\data\pics\lepeshka-indiyskaya-s-kartofelem-i-karri-postnaya-65385.jpg
https://vkusvill.ru/goods/lepeshka-s-syrom-i-kartofelem-2-sht-100737.html	Лепешка с сыром и картофелем, 2 шт	270.0	180.0	237.3	10.3	8.9	29.0	5.0	2.0	6.0	Пироги, пирожки и лепёшки	Готовая еда / Пироги, пирожки и лепёшки	ВкусВилл	Россия	ИП Аванесян Марианна Гамлетовна:Россия, 111621, г. Москва, ул. Оренбургская, 20 А	4.8	5351.0	Мука пшеничная хлебопекарная высшего сорта, вода питьевая, сыр мягкий моцарелла массовая доля жира в сухом веществе 45% (молоко пастеризованное, соль пищевая, термофильная бактериальная закваска, молокосвертывающий ферментный препарат микробиального происхождения), картофель отварной, соль пищевая, перец черный молотый.	Ароматные лепёшки из пресного теста, щедро начинённые нежной моцареллой и отварным картофелем. Они отлично подойдут для самостоятельного перекуса и на роль закуски. А чтобы было ещё вкуснее, советуем чуть-чуть разогреть лепёшки перед подачей.	\ds-GrandZah\data\pics\lepeshka-s-syrom-i-kartofelem-2-sht-100737.jpg
https://vkusvill.ru/goods/omlet-s-syrom-i-shpinatom-30211.html	Омлет с сыром и шпинатом	218.0	165.0	193.8	6.2	11.8	15.7	4.0	2.0	6.0	Омлеты и завтраки с яйцом	Готовая еда / Завтраки / Омлеты и завтраки с яйцом	ВкусВилл	Россия		4.8	11168.0	меланж яичный пастеризованный охлаждённый, молоко питьевое ультрапастеризованное м.д.ж. 3,2% (молоко нормализованное), сыр мягкий м.д.ж. в сухом веществе 70% (пастеризованное молоко, соль пищевая, закваска лиофилизированных культур, ферментный препарат молокосвертывающий микробиологического происхождения), лук репчатый свежий, лук порей свежий, сыр моцарелла м.д.ж. в сухом веществе 45 % (молоко коровье пастеризованное, с использованием заквасочных термофильных культур прямого внесения, молокосвёртывающего ферментного препарата животного происхождения), шпинат измельчённый замороженный, масло подсолнечное рафинированное дезодорированное, масло сливочное м.д.ж. 82,5%, крахмал кукурузный в/с, соль пищевая, чеснок свежий. Продукция производится на предприятии, где используются горчица, злаки, содержащие глютен, кунжут, моллюски, рыба, орехи, сельдерей, соя и продукты их переработки.	Тонкие омлетные блинчики с сыром и шпинатом. Идеально подходят для завтрака и перекуса. Оригинальная подача в виде рулетиков непременно удивит гостей. Омлет вкуснее разогретым!	\ds-GrandZah\data\pics\omlet-s-syrom-i-shpinatom-30211.jpg
https://vkusvill.ru/goods/pampushki-s-chesnokom-3-sht-103991.html	Пампушки с чесноком, 3 шт	133.0	125.0	304.2	8.9	3.4	59.5	4.0	6.0	25.0	Лаваши, питы и хлеб для сэндвичей	Хлеб и выпечка / Лаваши, питы и хлеб для сэндвичей	ВкусВилл	Россия	"ООО ""БРЕТЦЕЛЬ"":Россия, 143081, Московская обл., Одинцовский городской округ, г. Одинцово, деревня Солослово, дом 1В"	4.7	4107.0	Мука пшеничная хлебопекарная высшего сорта, вода питьевая, масло подсолнечное рафинированное дезодорированное, меланж яичный жидкий пастеризованный, чеснок свежий, масло сливочное м.д.ж. 82,5% (сливки пастеризованные), молоко питьевое м.д.ж. 3,2%, сахар, укроп свежий (зелень), молоко сухое м.д.ж. 25%, соль пищевая, дрожжи хлебопекарные прессованные. Продукция производится на предприятии, где используются аллергены: кунжут.	Классические пампушки с невесомым мякишем, испечённые на сливочном масле и молоке. Лёгкие, чуть маслянистые и очень ароматные, они запомнятся продолжительным вкусом с аккуратной пикантностью. Пампушки станут лучшей компанией к свежим супам. А ещё — достойной основой для бутербродов.	\ds-GrandZah\data\pics\pampushki-s-chesnokom-3-sht-103991.jpg
https://vkusvill.ru/goods/pashtet-iz-chechevitsy-24824.html	Паштет из чечевицы	182.0	160.0	310.0	7.6	30.0	19.3	25.0	0.0	6.0	Постные и растительные продукты	Колбаса, сосиски, деликатесы / Постные и растительные продукты	ВкусВилл	Россия	"ООО ""ВОСТРЯКОВО-2"":Россия, 117403, Москва, Востряковский проезд, д.22А; Россия, 115516, Москва, Кавказский б-р, д.57, стр. 20"	4.9	4531.0	Чечевица зеленая вареная, масло подсолнечное рафинированное дезодорированное, лук пассерованный, ядра грецких орехов очищенные, томаты сушеные, соль пищевая, перец черный молотый, чеснок сушеный, базилик сушеный, сок лимонный концентрированный. Продукция производится на предприятии, где используются аллергены: горчица, злаки, содержащие глютен, сельдерей, соя.	Постный паштет из зелёной чечевицы, дополненный грецкими орехами, сушёными томатами и пассерованным луком. С лёгкой текстурой и нежным, но самодостаточным вкусом, в котором чувствуется каждый перечисленный ингредиент. Закуска идеально подойдёт для сытных бутербродов — с багетом, тостами и хлебцами. К тому же паштетом можно начинить рулетики из баклажанов.	\ds-GrandZah\data\pics\pashtet-iz-chechevitsy-24824.jpg
https://vkusvill.ru/goods/pirozhki-s-yaytsom-i-zelenyu-6-sht-72024.html	Пирожки с яйцом и зеленью, 6 шт	340.0	360.0	338.3	9.9	21.5	26.3	4.0	2.0	6.0	Сэндвичи и пирожки	Вегетарианское и постное / Растительное и с содержанием яиц и молока / Готовая еда / Сэндвичи и пирожки	ВкусВилл	Россия	"ООО ""ИДЕОЛОГИЯ ЕДЫ"":Россия, 143912, Московская область, г. Балашиха, ул. Западная, дом 7"	4.9	4250.0	тесто (мука пшеничная хлебопекарная высшего сорта, масло сливочное м.д.ж. 82,5 %, сметана м.д.ж. 20% (сливки нормализованные, закваска), соль пищевая), начинка (яйцо куриное пищевое, лук зелёный свежий, сливки пастеризованные м.д.ж.33%, соль пищевая, перец чёрный молотый). Продукция производится на предприятии, где используются аллергены: кунжут, рыба.	Эти пирожки ещё вкуснее обычных, ведь тесто для них изготовлено на основе жирной сметаны. Классическое сочетание отварного яйца и душистого зелёного лука не оставит равнодушным ни одного ценителя домашней кухни. Ещё вкуснее, если разогреть!	\ds-GrandZah\data\pics\pirozhki-s-yaytsom-i-zelenyu-6-sht-72024.jpg
https://vkusvill.ru/goods/pirozhki-zharenye-s-kartoshkoy-syrom-i-ukropom-78054.html	Пирожки жареные с картошкой, сыром и укропом	172.0	160.0	243.6	10.7	8.0	32.2	4.0	2.0	6.0	Пироги, пирожки и лепёшки	Готовая еда / Пироги, пирожки и лепёшки	ВкусВилл	Россия	ИП Асриян Сюзанна Сейрановна:Россия, 143026, Московская область, Одинцовский район, г. Одинцово, рп Новоивановское, ул. Западная, д. 12	4.7	4711.0	"мука пшеничная хлебопекарная высшего сорта, меланж яичный пастеризованный, молоко питьевое ультрапастеризованное м.д.ж. 2,5%, картофель свежий, лук репчатый свежий, сыр ""Моцарелла"" м.д.ж. в сухом веществе 42% (молоко нормализованное пастеризованное, соль пищевая, молокосвертывающий фермент микробного происхождения, бактериальная закваска термофильных и мезофильных микроорганизмов), дрожжи хлебопекарные сухие, укроп свежий (зелень), соль пищевая, перец черный молотый, масло подсолнечное рафинированное дезодорированное."	Пара румяных пирожков с тонким воздушным тестом. В начинке — толчёный картофель, нежная моцарелла и пряный укроп, а также немного лучка и щепотка чёрного перца. Вкусны и холодными, но просто бесподобны в разогретом виде: сыр станет тягучим, а тесто ещё более нежным.	\ds-GrandZah\data\pics\pirozhki-zharenye-s-kartoshkoy-syrom-i-ukropom-78054.jpg
https://vkusvill.ru/goods/pitstsa-margarita-350-g-66710.html	"Пицца ""Маргарита"", 350 г"	478.0	350.0	260.2	11.3	8.6	34.4	21.0	2.0	6.0	Детские готовые блюда	Товары для детей / Детские готовые блюда	ВкусВилл	Россия	"ООО ""НАТУРАЛЬНЫЕ ПРОДУКТЫ"":Россия, 603083, Нижегородская обл., г. Нижний Новгород, ул. Лескова, д.68."	4.7	2989.0	тесто (мука пшеничная хлебопекарная высшего сорта, вода питьевая, соль пищевая, дрожжи хлебопекарные сухие, масло подсолнечное рафинированное дезодорированное, сахар), сыр полутвердый Моцарелла м.д.ж. в сухом веществе 40% (молоко нормализованное, уплотнитель – хлорид кальция, бактериальная закваска термофильных и мезофильных микроорганизмов, молокосвертывающий фермент микробного происхождения, соль пищевая), томатное пюре (томаты, соль пищевая), базилик сушеный, сахар, соль пищевая, перец черный молотый, мука из твердых сортов пшеницы высшего сорта (крупка). Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, орехи, сельдерей, соя, яйца.	Пицца «Маргарита» — это классическая неаполитанская пицца: пышное тесто с хрустящей корочкой, томатное пюре, пряный базилик и тягучая моцарелла. Порадуйте домашних ужином в итальянском стиле без лишних хлопот, ведь мы уже заботливо приготовили эту пиццу, чтобы вам осталось только разогреть её в духовке.	\ds-GrandZah\data\pics\pitstsa-margarita-350-g-66710.jpg
